filename,class_label,data_source,new_label
8d089129.wav,Bark,FSD,2
8d50a022.wav,Bark,FSD,2
8e07e2e1.wav,Bark,FSD,2
8e58f5e5.wav,Bark,FSD,2
8f0a4562.wav,Bark,FSD,2
92a6a9e7.wav,Bark,FSD,2
92fd0236.wav,Bark,FSD,2
9325ce28.wav,Bark,FSD,2
936bdcd7.wav,Bark,FSD,2
9417a0cd.wav,Meow,FSD,3
94d302ef.wav,Bark,FSD,2
95a6c975.wav,Meow,FSD,3
9628f165.wav,Bark,FSD,2
9656f532.wav,Bark,FSD,2
99680597.wav,Bark,FSD,2
99b03726.wav,Meow,FSD,3
99b6b48a.wav,Meow,FSD,3
9bf40e11.wav,Bark,FSD,2
9c0cf859.wav,Meow,FSD,3
9e1ed2eb.wav,Bark,FSD,2
9f6070d8.wav,Bark,FSD,2
a0715eb8.wav,Meow,FSD,3
a0eb3d76.wav,Bark,FSD,2
a146cb0d.wav,Meow,FSD,3
a14bd62a.wav,Meow,FSD,3
a1e6c805.wav,Meow,FSD,3
a22eb75a.wav,Bark,FSD,2
a2a0187a.wav,Bark,FSD,2
a2a95496.wav,Bark,FSD,2
a2abaed4.wav,Meow,FSD,3
a49d8f2d.wav,Bark,FSD,2
a5736387.wav,Bark,FSD,2
a5b893e6.wav,Meow,FSD,3
a646868c.wav,Bark,FSD,2
a6526124.wav,Meow,FSD,3
a77c8c00.wav,Bark,FSD,2
a94a1787.wav,Meow,FSD,3
a9812fbd.wav,Bark,FSD,2
a9be5059.wav,Bark,FSD,2
aa5bf7d3.wav,Bark,FSD,2
aac2cd6e.wav,Meow,FSD,3
aaf32210.wav,Meow,FSD,3
ab35fb1c.wav,Meow,FSD,3
ab6bfce9.wav,Meow,FSD,3
abf52b5c.wav,Bark,FSD,2
ace78db8.wav,Bark,FSD,2
ae046a29.wav,Bark,FSD,2
ae1d4a4b.wav,Meow,FSD,3
aea3d36d.wav,Bark,FSD,2
b03e05a6.wav,Bark,FSD,2
b103d3b5.wav,Bark,FSD,2
b1e3de31.wav,Meow,FSD,3
b206d981.wav,Meow,FSD,3
b2ba9028.wav,Meow,FSD,3
b41d03ad.wav,Bark,FSD,2
b4c891db.wav,Meow,FSD,3
b54cc509.wav,Meow,FSD,3
b6383321.wav,Bark,FSD,2
b6f5bb24.wav,Bark,FSD,2
b7169927.wav,Bark,FSD,2
b7f2e8ad.wav,Bark,FSD,2
b7fbbe04.wav,Bark,FSD,2
b808471e.wav,Bark,FSD,2
bb1e58c6.wav,Bark,FSD,2
bb5e623d.wav,Meow,FSD,3
bc9449d2.wav,Bark,FSD,2
bd251008.wav,Bark,FSD,2
bdeb67d0.wav,Bark,FSD,2
be72f72e.wav,Bark,FSD,2
bece203c.wav,Meow,FSD,3
bf3cbeed.wav,Meow,FSD,3
bfb17663.wav,Meow,FSD,3
bfebf408.wav,Bark,FSD,2
c0031dcf.wav,Meow,FSD,3
c1a111fc.wav,Meow,FSD,3
c2186e8e.wav,Meow,FSD,3
c22d6f90.wav,Bark,FSD,2
c2683452.wav,Meow,FSD,3
c3c4fc41.wav,Bark,FSD,2
c53125c8.wav,Bark,FSD,2
c5f6a173.wav,Bark,FSD,2
c6309fe4.wav,Bark,FSD,2
c6311bf9.wav,Bark,FSD,2
c6f0f0a0.wav,Bark,FSD,2
c742d233.wav,Meow,FSD,3
c82e9cfd.wav,Meow,FSD,3
c891e9de.wav,Meow,FSD,3
c8f4b741.wav,Meow,FSD,3
c9b862a5.wav,Bark,FSD,2
ca584ccc.wav,Meow,FSD,3
cc6a0e3f.wav,Meow,FSD,3
cca27a50.wav,Meow,FSD,3
cd5379cd.wav,Meow,FSD,3
ce21d830.wav,Meow,FSD,3
ce3453bc.wav,Bark,FSD,2
ce7cd11a.wav,Bark,FSD,2
d035d92e.wav,Meow,FSD,3
d0ebff16.wav,Bark,FSD,2
d13f77e0.wav,Bark,FSD,2
d16d5863.wav,Bark,FSD,2
d1fe974e.wav,Bark,FSD,2
d24ffccc.wav,Meow,FSD,3
d3a22b67.wav,Bark,FSD,2
d3b3a1b4.wav,Bark,FSD,2
d49eb5e4.wav,Bark,FSD,2
d57b2cb8.wav,Bark,FSD,2
d5de2e59.wav,Bark,FSD,2
d68fec49.wav,Meow,FSD,3
d6ff6f09.wav,Bark,FSD,2
d72830c2.wav,Bark,FSD,2
d72d685c.wav,Meow,FSD,3
d7b31417.wav,Meow,FSD,3
d877ea17.wav,Meow,FSD,3
d88fff0c.wav,Bark,FSD,2
d9b38f26.wav,Meow,FSD,3
d9f07bed.wav,Meow,FSD,3
db47cea5.wav,Meow,FSD,3
db7faa42.wav,Bark,FSD,2
dbe33088.wav,Bark,FSD,2
dc24a8f4.wav,Bark,FSD,2
dd797237.wav,Bark,FSD,2
ddcbf5ea.wav,Meow,FSD,3
de5bad53.wav,Bark,FSD,2
df79d259.wav,Bark,FSD,2
df881a37.wav,Bark,FSD,2
dfe7423a.wav,Bark,FSD,2
e0c71892.wav,Meow,FSD,3
e152333d.wav,Meow,FSD,3
e1a2b50a.wav,Bark,FSD,2
e1b3664c.wav,Meow,FSD,3
e1c7636a.wav,Bark,FSD,2
e1ca0934.wav,Meow,FSD,3
e2085fb6.wav,Bark,FSD,2
e23b5f47.wav,Bark,FSD,2
e3499812.wav,Meow,FSD,3
e47a46fc.wav,Bark,FSD,2
e4890814.wav,Bark,FSD,2
e4f2abc5.wav,Meow,FSD,3
e58fdb36.wav,Meow,FSD,3
e5e88639.wav,Bark,FSD,2
e6660adc.wav,Bark,FSD,2
e6d2a47c.wav,Bark,FSD,2
e7451c4c.wav,Bark,FSD,2
e7ac44d0.wav,Bark,FSD,2
e7b0e650.wav,Bark,FSD,2
e818acb7.wav,Bark,FSD,2
e9055021.wav,Meow,FSD,3
e920e82c.wav,Meow,FSD,3
e943becf.wav,Meow,FSD,3
e97e4eef.wav,Bark,FSD,2
ea0f8914.wav,Bark,FSD,2
eae18f5e.wav,Meow,FSD,3
eaf93312.wav,Meow,FSD,3
eb498bf2.wav,Meow,FSD,3
eba9349d.wav,Meow,FSD,3
ec24aa8a.wav,Meow,FSD,3
ed3e9e93.wav,Meow,FSD,3
ed84c059.wav,Bark,FSD,2
ee1a6d8f.wav,Bark,FSD,2
ee3324a5.wav,Meow,FSD,3
eeedfb62.wav,Bark,FSD,2
ef7b753e.wav,Meow,FSD,3
efe11ef2.wav,Meow,FSD,3
f05dfc96.wav,Meow,FSD,3
f09f18fe.wav,Bark,FSD,2
f10a5f1c.wav,Meow,FSD,3
f133df4c.wav,Bark,FSD,2
f1e1bbc9.wav,Meow,FSD,3
f24f8232.wav,Meow,FSD,3
f256d891.wav,Bark,FSD,2
f62af26f.wav,Bark,FSD,2
f69b13de.wav,Bark,FSD,2
f6da0840.wav,Bark,FSD,2
f7609214.wav,Meow,FSD,3
f8b67ac7.wav,Bark,FSD,2
f8c827a4.wav,Bark,FSD,2
f8f194a4.wav,Bark,FSD,2
f90e431b.wav,Bark,FSD,2
f95c9a39.wav,Bark,FSD,2
f9907471.wav,Meow,FSD,3
f9a4b662.wav,Meow,FSD,3
fa2786f2.wav,Bark,FSD,2
faf61d4f.wav,Meow,FSD,3
fb14cf7c.wav,Bark,FSD,2
fb359da1.wav,Bark,FSD,2
fc35ee0b.wav,Meow,FSD,3
fc800c19.wav,Meow,FSD,3
fd1ae06f.wav,Meow,FSD,3
ff4ea3fe.wav,Meow,FSD,3
100032-3-0-0.wav,dog_bark,UrBan,2
100648-1-0-0.wav,car_horn,UrBan,1
100648-1-1-0.wav,car_horn,UrBan,1
100648-1-2-0.wav,car_horn,UrBan,1
100648-1-3-0.wav,car_horn,UrBan,1
100648-1-4-0.wav,car_horn,UrBan,1
100652-3-0-0.wav,dog_bark,UrBan,2
100652-3-0-1.wav,dog_bark,UrBan,2
100652-3-0-2.wav,dog_bark,UrBan,2
100652-3-0-3.wav,dog_bark,UrBan,2
100795-3-0-0.wav,dog_bark,UrBan,2
100795-3-1-0.wav,dog_bark,UrBan,2
100795-3-1-1.wav,dog_bark,UrBan,2
100795-3-1-2.wav,dog_bark,UrBan,2
101281-3-0-0.wav,dog_bark,UrBan,2
101281-3-0-14.wav,dog_bark,UrBan,2
101281-3-0-5.wav,dog_bark,UrBan,2
101415-3-0-2.wav,dog_bark,UrBan,2
101415-3-0-3.wav,dog_bark,UrBan,2
101415-3-0-8.wav,dog_bark,UrBan,2
102102-3-0-0.wav,dog_bark,UrBan,2
102103-3-0-0.wav,dog_bark,UrBan,2
102103-3-1-0.wav,dog_bark,UrBan,2
102104-3-0-0.wav,dog_bark,UrBan,2
102105-3-0-0.wav,dog_bark,UrBan,2
102106-3-0-0.wav,dog_bark,UrBan,2
102547-3-0-2.wav,dog_bark,UrBan,2
102547-3-0-7.wav,dog_bark,UrBan,2
102547-3-0-8.wav,dog_bark,UrBan,2
102842-3-0-1.wav,dog_bark,UrBan,2
102842-3-1-0.wav,dog_bark,UrBan,2
102842-3-1-5.wav,dog_bark,UrBan,2
102842-3-1-6.wav,dog_bark,UrBan,2
102853-8-0-0.wav,siren,UrBan,3
102853-8-0-1.wav,siren,UrBan,3
102853-8-0-2.wav,siren,UrBan,3
102853-8-0-3.wav,siren,UrBan,3
102853-8-0-4.wav,siren,UrBan,3
102853-8-0-5.wav,siren,UrBan,3
102853-8-0-6.wav,siren,UrBan,3
102853-8-1-0.wav,siren,UrBan,3
102871-8-0-0.wav,siren,UrBan,3
102871-8-0-1.wav,siren,UrBan,3
102871-8-0-10.wav,siren,UrBan,3
102871-8-0-11.wav,siren,UrBan,3
102871-8-0-12.wav,siren,UrBan,3
102871-8-0-13.wav,siren,UrBan,3
102871-8-0-14.wav,siren,UrBan,3
102871-8-0-15.wav,siren,UrBan,3
102871-8-0-2.wav,siren,UrBan,3
102871-8-0-3.wav,siren,UrBan,3
102871-8-0-4.wav,siren,UrBan,3
102871-8-0-5.wav,siren,UrBan,3
102871-8-0-6.wav,siren,UrBan,3
102871-8-0-7.wav,siren,UrBan,3
102871-8-0-8.wav,siren,UrBan,3
102871-8-0-9.wav,siren,UrBan,3
103076-3-0-0.wav,dog_bark,UrBan,2
103076-3-1-0.wav,dog_bark,UrBan,2
103076-3-2-0.wav,dog_bark,UrBan,2
105088-3-0-10.wav,dog_bark,UrBan,2
105088-3-0-11.wav,dog_bark,UrBan,2
105088-3-0-19.wav,dog_bark,UrBan,2
105088-3-0-8.wav,dog_bark,UrBan,2
105289-8-0-0.wav,siren,UrBan,3
105289-8-0-1.wav,siren,UrBan,3
105289-8-0-2.wav,siren,UrBan,3
105289-8-0-3.wav,siren,UrBan,3
105289-8-0-4.wav,siren,UrBan,3
105289-8-0-5.wav,siren,UrBan,3
105289-8-1-0.wav,siren,UrBan,3
105289-8-1-1.wav,siren,UrBan,3
105289-8-1-2.wav,siren,UrBan,3
105289-8-1-3.wav,siren,UrBan,3
105289-8-1-4.wav,siren,UrBan,3
105289-8-2-0.wav,siren,UrBan,3
105289-8-2-1.wav,siren,UrBan,3
105289-8-2-2.wav,siren,UrBan,3
105289-8-2-3.wav,siren,UrBan,3
105289-8-2-4.wav,siren,UrBan,3
105289-8-2-5.wav,siren,UrBan,3
105289-8-2-6.wav,siren,UrBan,3
105289-8-2-7.wav,siren,UrBan,3
105319-3-0-22.wav,dog_bark,UrBan,2
105319-3-0-29.wav,dog_bark,UrBan,2
105319-3-0-39.wav,dog_bark,UrBan,2
106905-8-0-0.wav,siren,UrBan,3
106905-8-0-1.wav,siren,UrBan,3
106905-8-0-2.wav,siren,UrBan,3
106905-8-0-3.wav,siren,UrBan,3
107090-1-0-0.wav,car_horn,UrBan,1
107090-1-1-0.wav,car_horn,UrBan,1
107190-3-0-0.wav,dog_bark,UrBan,2
107357-8-0-0.wav,siren,UrBan,3
107357-8-0-1.wav,siren,UrBan,3
107357-8-0-2.wav,siren,UrBan,3
107357-8-0-3.wav,siren,UrBan,3
107357-8-0-4.wav,siren,UrBan,3
107357-8-0-5.wav,siren,UrBan,3
107357-8-0-6.wav,siren,UrBan,3
107357-8-0-7.wav,siren,UrBan,3
107357-8-0-8.wav,siren,UrBan,3
107357-8-1-0.wav,siren,UrBan,3
107357-8-1-1.wav,siren,UrBan,3
107357-8-1-10.wav,siren,UrBan,3
107357-8-1-11.wav,siren,UrBan,3
107357-8-1-12.wav,siren,UrBan,3
107357-8-1-13.wav,siren,UrBan,3
107357-8-1-14.wav,siren,UrBan,3
107357-8-1-15.wav,siren,UrBan,3
107357-8-1-16.wav,siren,UrBan,3
107357-8-1-17.wav,siren,UrBan,3
107357-8-1-18.wav,siren,UrBan,3
107357-8-1-2.wav,siren,UrBan,3
107357-8-1-3.wav,siren,UrBan,3
107357-8-1-4.wav,siren,UrBan,3
107357-8-1-5.wav,siren,UrBan,3
107357-8-1-6.wav,siren,UrBan,3
107357-8-1-7.wav,siren,UrBan,3
107357-8-1-8.wav,siren,UrBan,3
107357-8-1-9.wav,siren,UrBan,3
108187-3-2-0.wav,dog_bark,UrBan,2
108187-3-3-0.wav,dog_bark,UrBan,2
108187-3-4-0.wav,dog_bark,UrBan,2
108187-3-6-0.wav,dog_bark,UrBan,2
109233-3-0-3.wav,dog_bark,UrBan,2
109233-3-0-4.wav,dog_bark,UrBan,2
109233-3-0-5.wav,dog_bark,UrBan,2
109233-3-0-6.wav,dog_bark,UrBan,2
109711-3-1-0.wav,dog_bark,UrBan,2
109711-3-2-4.wav,dog_bark,UrBan,2
109711-3-2-6.wav,dog_bark,UrBan,2
110134-3-0-0.wav,dog_bark,UrBan,2
110371-3-0-1.wav,dog_bark,UrBan,2
110371-3-1-0.wav,dog_bark,UrBan,2
110371-3-1-1.wav,dog_bark,UrBan,2
110389-3-0-0.wav,dog_bark,UrBan,2
110688-3-0-11.wav,dog_bark,UrBan,2
110688-3-0-17.wav,dog_bark,UrBan,2
110688-3-0-2.wav,dog_bark,UrBan,2
110688-3-0-32.wav,dog_bark,UrBan,2
110918-3-0-1.wav,dog_bark,UrBan,2
110918-3-0-26.wav,dog_bark,UrBan,2
110918-3-0-40.wav,dog_bark,UrBan,2
110918-3-0-9.wav,dog_bark,UrBan,2
111671-8-0-0.wav,siren,UrBan,3
111671-8-0-1.wav,siren,UrBan,3
111671-8-0-10.wav,siren,UrBan,3
111671-8-0-11.wav,siren,UrBan,3
111671-8-0-12.wav,siren,UrBan,3
111671-8-0-13.wav,siren,UrBan,3
111671-8-0-14.wav,siren,UrBan,3
111671-8-0-15.wav,siren,UrBan,3
111671-8-0-16.wav,siren,UrBan,3
111671-8-0-17.wav,siren,UrBan,3
111671-8-0-18.wav,siren,UrBan,3
111671-8-0-19.wav,siren,UrBan,3
111671-8-0-2.wav,siren,UrBan,3
111671-8-0-20.wav,siren,UrBan,3
111671-8-0-21.wav,siren,UrBan,3
111671-8-0-22.wav,siren,UrBan,3
111671-8-0-3.wav,siren,UrBan,3
111671-8-0-4.wav,siren,UrBan,3
111671-8-0-5.wav,siren,UrBan,3
111671-8-0-6.wav,siren,UrBan,3
111671-8-0-7.wav,siren,UrBan,3
111671-8-0-8.wav,siren,UrBan,3
111671-8-0-9.wav,siren,UrBan,3
112195-3-0-38.wav,dog_bark,UrBan,2
112195-3-0-48.wav,dog_bark,UrBan,2
112195-3-0-57.wav,dog_bark,UrBan,2
112195-3-0-80.wav,dog_bark,UrBan,2
113160-8-0-0.wav,siren,UrBan,3
113785-3-0-0.wav,dog_bark,UrBan,2
113785-3-1-0.wav,dog_bark,UrBan,2
114280-3-0-0.wav,dog_bark,UrBan,2
114280-3-0-1.wav,dog_bark,UrBan,2
114587-3-0-2.wav,dog_bark,UrBan,2
114587-3-0-4.wav,dog_bark,UrBan,2
114587-3-0-5.wav,dog_bark,UrBan,2
114587-3-0-7.wav,dog_bark,UrBan,2
115411-3-0-0.wav,dog_bark,UrBan,2
115411-3-2-0.wav,dog_bark,UrBan,2
115411-3-3-0.wav,dog_bark,UrBan,2
115535-3-0-0.wav,dog_bark,UrBan,2
115536-3-0-0.wav,dog_bark,UrBan,2
115537-3-0-0.wav,dog_bark,UrBan,2
116163-3-0-0.wav,dog_bark,UrBan,2
116163-3-1-0.wav,dog_bark,UrBan,2
116163-3-2-0.wav,dog_bark,UrBan,2
116400-3-0-2.wav,dog_bark,UrBan,2
116400-3-1-0.wav,dog_bark,UrBan,2
116400-3-1-1.wav,dog_bark,UrBan,2
116400-3-1-2.wav,dog_bark,UrBan,2
116483-3-0-1.wav,dog_bark,UrBan,2
116483-3-0-2.wav,dog_bark,UrBan,2
116483-3-1-0.wav,dog_bark,UrBan,2
116483-3-1-2.wav,dog_bark,UrBan,2
116484-3-0-12.wav,dog_bark,UrBan,2
116484-3-0-16.wav,dog_bark,UrBan,2
116484-3-0-6.wav,dog_bark,UrBan,2
116484-3-0-8.wav,dog_bark,UrBan,2
116485-3-0-4.wav,dog_bark,UrBan,2
116485-3-0-6.wav,dog_bark,UrBan,2
116485-3-2-0.wav,dog_bark,UrBan,2
116485-3-2-4.wav,dog_bark,UrBan,2
117048-3-0-17.wav,dog_bark,UrBan,2
117048-3-0-23.wav,dog_bark,UrBan,2
117048-3-0-25.wav,dog_bark,UrBan,2
117048-3-0-35.wav,dog_bark,UrBan,2
117072-3-0-11.wav,dog_bark,UrBan,2
117072-3-0-14.wav,dog_bark,UrBan,2
117072-3-0-19.wav,dog_bark,UrBan,2
117072-3-0-8.wav,dog_bark,UrBan,2
117181-8-0-0.wav,siren,UrBan,3
117181-8-0-1.wav,siren,UrBan,3
117181-8-0-10.wav,siren,UrBan,3
117181-8-0-11.wav,siren,UrBan,3
117181-8-0-12.wav,siren,UrBan,3
117181-8-0-2.wav,siren,UrBan,3
117181-8-0-3.wav,siren,UrBan,3
117181-8-0-4.wav,siren,UrBan,3
117181-8-0-5.wav,siren,UrBan,3
117181-8-0-6.wav,siren,UrBan,3
117181-8-0-7.wav,siren,UrBan,3
117181-8-0-8.wav,siren,UrBan,3
117181-8-0-9.wav,siren,UrBan,3
11722-3-0-0.wav,dog_bark,UrBan,2
11722-3-1-0.wav,dog_bark,UrBan,2
117271-3-0-0.wav,dog_bark,UrBan,2
117271-3-0-1.wav,dog_bark,UrBan,2
117271-3-0-2.wav,dog_bark,UrBan,2
117271-3-0-3.wav,dog_bark,UrBan,2
117536-1-0-0.wav,car_horn,UrBan,1
118070-1-0-0.wav,car_horn,UrBan,1
118072-3-0-0.wav,dog_bark,UrBan,2
118101-3-0-0.wav,dog_bark,UrBan,2
118101-3-0-3.wav,dog_bark,UrBan,2
118101-3-0-4.wav,dog_bark,UrBan,2
118101-3-0-6.wav,dog_bark,UrBan,2
118279-8-0-0.wav,siren,UrBan,3
118279-8-0-1.wav,siren,UrBan,3
118279-8-0-10.wav,siren,UrBan,3
118279-8-0-11.wav,siren,UrBan,3
118279-8-0-12.wav,siren,UrBan,3
118279-8-0-13.wav,siren,UrBan,3
118279-8-0-14.wav,siren,UrBan,3
118279-8-0-2.wav,siren,UrBan,3
118279-8-0-3.wav,siren,UrBan,3
118279-8-0-4.wav,siren,UrBan,3
118279-8-0-5.wav,siren,UrBan,3
118279-8-0-6.wav,siren,UrBan,3
118279-8-0-7.wav,siren,UrBan,3
118279-8-0-8.wav,siren,UrBan,3
118279-8-0-9.wav,siren,UrBan,3
118496-1-0-0.wav,car_horn,UrBan,1
118496-1-1-0.wav,car_horn,UrBan,1
118587-3-0-2.wav,dog_bark,UrBan,2
118587-3-0-21.wav,dog_bark,UrBan,2
118587-3-0-6.wav,dog_bark,UrBan,2
118961-3-0-0.wav,dog_bark,UrBan,2
118962-3-0-0.wav,dog_bark,UrBan,2
118963-3-0-0.wav,dog_bark,UrBan,2
118964-3-0-0.wav,dog_bark,UrBan,2
119420-3-0-0.wav,dog_bark,UrBan,2
119420-3-1-0.wav,dog_bark,UrBan,2
121299-1-0-0.wav,car_horn,UrBan,1
